65,2200,3100,2,1.00,apr16
80,2250,3250,4,1.04,apr16
100,2275,3450,7,1.07,apr16
125,2350,3500,9,1.12,apr16
150,2550,3650,11.5,1.20,apr16
175,2850,3650,14,1.33,apr16
200,2960,3650,15.5,1.43,apr16 lowered
225,3060,3850,17.25,1.53,apr16 lowered
250,3200,3975,18.25,1.6,guess lowered
