120,2000,3600,23,1.1,apr12
150,2075,3625,23.5,1.12,
175,2075,3650,23.5,1.15,
200,2100,3675,23.5,1.23,
225,2300,3800,23.5,1.28,
250,2450,3900,23.5,1.33,
275,2550,3950,23.5,1.38,
300,2850,4000,23.5,1.43,
350,3100,4250,23.5,1.54,
600,3600,4750,23.5,1.54,
